DATAFLOW,LAST UPDATE,freq,currency,prod_veg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Finland,2022,33.62,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Finland,2023,26.20,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Finland,2024,22.80,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,France,2015,22.30,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,France,2016,20.10,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Croatia,2015,115.95,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Croatia,2016,91.86,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Croatia,2017,103.68,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Croatia,2018,108.35,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Croatia,2019,111.16,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Croatia,2020,105.06,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Croatia,2021,136.61,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Croatia,2022,29.78,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Croatia,2023,17.86,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Croatia,2024,17.11,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Hungary,2015,4830.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Hungary,2016,3978.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Hungary,2017,4334.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Hungary,2018,4869.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Hungary,2019,5034.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Hungary,2020,5390.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Hungary,2021,7168.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Hungary,2022,12675.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Hungary,2023,7685.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Hungary,2024,7049.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Ireland,2024,21.55,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Italy,2015,19.47,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Italy,2016,17.82,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Italy,2017,18.77,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Italy,2018,19.82,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Italy,2019,19.94,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Italy,2020,19.81,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Italy,2021,24.92,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Italy,2022,35.97,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Italy,2023,26.55,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Italy,2024,23.93,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Lithuania,2015,16.22,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Lithuania,2016,14.50,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Lithuania,2017,15.49,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Lithuania,2018,17.16,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Lithuania,2019,16.25,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Lithuania,2020,16.73,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Lithuania,2021,20.16,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Lithuania,2022,31.74,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Lithuania,2023,22.97,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Lithuania,2024,20.03,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Luxembourg,2015,15.60,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Luxembourg,2016,14.35,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Luxembourg,2017,15.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Luxembourg,2018,17.93,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Luxembourg,2019,15.82,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Luxembourg,2020,17.18,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Luxembourg,2021,,,C
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Luxembourg,2022,,,C
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Luxembourg,2023,,,C
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Luxembourg,2024,,,C
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Latvia,2015,14.85,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Latvia,2016,13.46,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Latvia,2017,14.82,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Latvia,2018,17.17,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Latvia,2019,16.28,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Latvia,2020,17.04,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Latvia,2021,20.20,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Latvia,2022,28.96,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Latvia,2023,21.17,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Latvia,2024,19.70,p,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Netherlands,2015,15.60,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Netherlands,2016,14.90,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Netherlands,2017,15.25,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Netherlands,2018,19.40,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Netherlands,2019,16.20,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Netherlands,2020,18.40,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Netherlands,2021,24.35,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Netherlands,2022,31.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Netherlands,2023,22.15,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Netherlands,2024,20.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Poland,2015,66.93,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Poland,2016,62.08,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Poland,2017,66.49,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Poland,2018,72.62,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Poland,2019,72.26,p,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Poland,2020,74.86,p,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Poland,2021,96.76,p,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Poland,2022,152.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Poland,2023,98.79,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Poland,2024,82.62,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Portugal,2015,18.84,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Portugal,2016,17.06,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Portugal,2017,17.82,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Portugal,2018,18.45,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Portugal,2019,20.72,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Portugal,2020,20.05,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Portugal,2021,23.26,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Portugal,2022,38.83,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Portugal,2023,26.92,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Portugal,2024,22.43,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Romania,2015,74.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Romania,2016,63.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Romania,2017,65.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Romania,2018,68.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Romania,2019,73.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Romania,2020,79.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Romania,2021,96.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Romania,2022,149.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Romania,2023,110.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Romania,2024,90.00,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Sweden,2015,141.20,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Sweden,2016,128.20,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Sweden,2017,133.70,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Sweden,2018,189.10,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Sweden,2019,147.30,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Sweden,2020,152.54,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Sweden,2021,193.44,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Sweden,2022,313.96,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Sweden,2023,270.28,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Sweden,2024,209.15,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovenia,2015,16.83,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovenia,2016,13.38,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovenia,2017,15.40,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovenia,2018,15.94,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovenia,2019,16.32,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovenia,2020,14.82,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovenia,2021,18.78,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovenia,2022,31.49,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovenia,2023,16.24,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovenia,2024,18.61,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovakia,2015,14.63,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovakia,2016,12.29,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovakia,2017,13.98,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovakia,2018,15.12,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovakia,2019,15.31,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovakia,2020,14.78,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovakia,2021,18.52,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovakia,2022,29.86,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovakia,2023,19.18,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Slovakia,2024,17.53,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,United Kingdom,2015,12.35,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,United Kingdom,2016,12.03,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,United Kingdom,2017,14.57,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,United Kingdom,2018,16.36,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,United Kingdom,2019,15.90,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Soft wheat - prices per 100 kg,Kosovo*,2019,20.63,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Austria,2015,25.47,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Austria,2016,17.88,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Austria,2017,18.24,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Austria,2018,18.27,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Austria,2019,20.03,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Austria,2020,23.10,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Austria,2021,31.78,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Austria,2022,41.64,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Austria,2023,28.72,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Austria,2024,24.29,p,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Belgium,2015,,m,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Bulgaria,2015,34.96,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Bulgaria,2016,31.93,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Bulgaria,2017,29.91,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Bulgaria,2018,30.47,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Bulgaria,2019,32.42,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Bulgaria,2020,35.68,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Bulgaria,2021,42.45,,
ESTAT:APRI_AP_CRPOUTA$DEFAULTVIEW(1.0),15/05/25 11:00:00,Annual,National currency,Durum wheat - prices per 100 kg,Bulgaria,2022,68.53,,
